player_id,name,team_code,team_name,position,detail_url
65062,김재윤,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=65062
52424,김재혁,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52424
50458,김지찬,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50458
62360,김태훈,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=62360
65040,김태훈,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65040
61404,김헌곤,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=61404
54400,디아즈,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54400
53404,류승민,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=53404
62234,류지혁,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62234
56409,매닝,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56409
56415,미야지,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56415
62244,박세혁,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62244
69418,박승규,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69418
56468,박용재,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56468
53416,박장민,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=53416
56438,박주영,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=56438
50411,박주혁,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=50411
53411,박진우,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=53411
55455,배찬승,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55455
77446,백정현,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=77446
56439,석예헌,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=56439
53415,신윤호,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=53415
52440,신정환,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=52440
55438,심재훈,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55438
56442,안민성,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=56442
